Query_R129 (DocId Weight)
8369 1.2548815541709057
83428 1.2386141496577971
83268 1.1692308459331986
16727 1.1518634622462334
82198 1.1299428175626058
82927 1.1277112597044097
11342 1.1137740522177597
11360 1.093477968408857
67400 1.055853213310851
44081 1.0061398513036015
46509 1.0048078420609727
64275 0.9809969716075991
73037 0.9619820404451382
83427 0.9557135015610029
83880 0.9545939712761592
86881 0.9545939712761592
49804 0.9400996471653058
15746 0.938952806606244
43886 0.9061115999465964
83364 0.8704286388602199
75487 0.8431767887321189
67535 0.8379742767061605
11669 0.8257544085034849
83266 0.824884913243913
85393 0.7538299990052416
41297 0.7411618368537453
64685 0.7405770372351115
58611 0.7112268785899112
75593 0.685646678768981
58426 0.6654875839623275
75465 0.6258019184072952
72899 0.6251713356836439
22875 0.6065549704535698
75590 0.5745421071136922
22696 0.5369442810421793
24499 0.513905159452001
81788 0.50511943666192
47225 0.49589583370567747
9660 0.484860785725476
20126 0.4597462502900855
55197 0.418989899386919
83946 0.4003261686412642
73475 0.38461668310499975
55879 0.3811011939398827
16900 0.362086868011882
71186 0.3413678821552009
83913 0.3406717119083192
83332 0.3362146974954446
72826 0.3328644462512195
31459 -0.23373952018381652
76669 -0.28077566350932825
83185 -0.318386765521189
9413 -0.33041243162931777
16655 -0.38144868160863754
63773 -0.3851037834602222
35148 -0.39809774269642695
51258 -0.39809774269642695
83339 -0.4180806538166711
3142 -0.4191474607677538
58143 -0.4539390456553249
75714 -0.4692422368227565
83336 -0.5078417284129182
21791 -0.5277107679593864
46494 -0.5539294788442326
78782 -0.5656441488956331
24827 -0.5718182747767498
24350 -0.5729213132988065
72895 -0.6347452016969445
86751 -0.6410261961044332
83958 -0.6525979406240159
83312 -0.6596753122211066
72821 -0.670420097905102
